run,model,lang,problem,msgs,tool_calls,writes,edits,bash,code_tok,text_tok,cmd_tok,think_tok,gen_tok,final_tok,total_tok,code_share_gen,code_share_total,waste_tok
sonnet-1,sonnet,k,brackets,79,40,0,0,40,2045,42,2358,0,4445,161,1336537,0.4601,0.00153,1884
sonnet-1,sonnet,k,calc,76,40,4,0,34,1906,36,2268,0,4210,121,1366601,0.4527,0.00139,1785
sonnet-1,sonnet,k,dijkstra,74,41,2,1,35,826,60,2814,0,3700,132,1463149,0.2232,0.00056,694
sonnet-1,sonnet,k,lcs,79,40,1,0,39,109,0,5818,0,5927,109,1622903,0.0184,7e-05,0
sonnet-1,sonnet,k,primes,72,37,2,2,33,301,553,3763,0,4617,124,1382450,0.0652,0.00022,177
sonnet-1,sonnet,k,rle,26,13,1,0,12,142,100,747,0,989,74,371417,0.1436,0.00038,68
sonnet-1,sonnet,k,roman,75,40,2,1,37,330,69,3493,0,3892,143,1320469,0.0848,0.00025,187
sonnet-1,sonnet,k,transpose,34,18,2,1,15,132,183,953,0,1268,55,522304,0.1041,0.00025,77
sonnet-1,sonnet,k,wordfreq,61,32,4,2,25,440,138,2147,0,2725,164,1326264,0.1615,0.00033,276
sonnet-1,sonnet,lisp,anagrams,4,2,1,0,1,217,35,35,0,287,217,67209,0.7561,0.00323,0
sonnet-1,sonnet,lisp,brackets,3,2,1,0,1,174,6,35,0,215,174,66670,0.8093,0.00261,0
sonnet-1,sonnet,lisp,calc,4,2,1,0,1,476,57,31,0,564,476,71990,0.844,0.00661,0
sonnet-1,sonnet,lisp,dijkstra,4,2,1,0,1,487,6,34,0,527,487,68211,0.9241,0.00714,0
sonnet-1,sonnet,lisp,lcs,4,2,1,0,1,208,49,35,0,292,208,67129,0.7123,0.0031,0
sonnet-1,sonnet,lisp,primes,4,2,1,0,1,185,45,35,0,265,185,66704,0.6981,0.00277,0
sonnet-1,sonnet,lisp,rle,4,2,1,0,1,152,26,34,0,212,152,66604,0.717,0.00228,0
sonnet-1,sonnet,lisp,roman,4,2,1,0,1,238,6,34,0,278,238,66895,0.8561,0.00356,0
sonnet-1,sonnet,lisp,transpose,4,2,1,0,1,153,44,34,0,231,153,66637,0.6623,0.0023,0
sonnet-1,sonnet,lisp,wordfreq,5,2,1,0,1,325,38,35,0,398,325,67418,0.8166,0.00482,0
sonnet-1,sonnet,perl,anagrams,4,2,1,0,1,138,6,34,0,178,138,66651,0.7753,0.00207,0
sonnet-1,sonnet,perl,brackets,4,2,1,0,1,176,7,34,0,217,176,66681,0.8111,0.00264,0
sonnet-1,sonnet,perl,calc,4,2,1,0,1,535,46,33,0,614,535,68515,0.8713,0.00781,0
sonnet-1,sonnet,perl,dijkstra,5,2,1,0,1,422,48,33,0,503,422,67985,0.839,0.00621,0
sonnet-1,sonnet,perl,lcs,4,2,1,0,1,269,53,34,0,356,269,67218,0.7556,0.004,0
sonnet-1,sonnet,perl,primes,4,2,1,0,1,158,41,34,0,233,158,66496,0.6781,0.00238,0
sonnet-1,sonnet,perl,rle,4,2,1,0,1,81,26,33,0,140,81,66294,0.5786,0.00122,0
sonnet-1,sonnet,perl,roman,4,2,1,0,1,165,6,33,0,204,165,66510,0.8088,0.00248,0
sonnet-1,sonnet,perl,transpose,4,2,1,0,1,142,6,33,0,181,142,66463,0.7845,0.00214,0
sonnet-1,sonnet,perl,wordfreq,4,2,1,0,1,99,39,34,0,172,99,66366,0.5756,0.00149,0
sonnet-1,sonnet,prolog,anagrams,6,3,1,1,1,287,38,11,0,336,281,95944,0.8542,0.00299,6
sonnet-1,sonnet,prolog,brackets,6,3,1,1,1,202,6,3,0,211,196,93741,0.9573,0.00215,6
sonnet-1,sonnet,prolog,calc,14,7,1,2,4,590,60,279,0,929,500,216498,0.6351,0.00273,90
sonnet-1,sonnet,prolog,dijkstra,11,7,1,3,3,975,42,110,0,1127,720,227134,0.8651,0.00429,255
sonnet-1,sonnet,prolog,lcs,10,5,1,1,3,900,156,303,0,1359,894,160201,0.6623,0.00562,6
sonnet-1,sonnet,prolog,primes,8,4,1,0,3,291,46,161,0,498,291,121386,0.5843,0.0024,0
sonnet-1,sonnet,prolog,rle,6,3,1,1,1,159,41,34,0,234,153,92128,0.6795,0.00173,6
sonnet-1,sonnet,prolog,roman,6,3,2,0,1,441,30,34,0,505,229,90896,0.8733,0.00485,212
sonnet-1,sonnet,prolog,transpose,5,2,1,0,1,254,58,34,0,346,254,68099,0.7341,0.00373,0
sonnet-1,sonnet,prolog,wordfreq,5,2,1,0,1,475,37,35,0,547,475,74618,0.8684,0.00637,0
sonnet-1,sonnet,python,anagrams,4,2,1,0,1,134,7,34,0,175,134,66552,0.7657,0.00201,0
sonnet-1,sonnet,python,brackets,4,2,1,0,1,169,6,34,0,209,169,66584,0.8086,0.00254,0
sonnet-1,sonnet,python,calc,4,2,1,0,1,517,29,33,0,579,517,68639,0.8929,0.00753,0
sonnet-1,sonnet,python,dijkstra,4,2,1,0,1,310,38,33,0,381,310,67402,0.8136,0.0046,0
sonnet-1,sonnet,python,lcs,4,2,1,0,1,224,44,34,0,302,224,66846,0.7417,0.00335,0
sonnet-1,sonnet,python,primes,4,2,1,0,1,158,7,34,0,199,158,66448,0.794,0.00238,0
sonnet-1,sonnet,python,rle,3,2,1,0,1,112,4,33,0,149,112,66220,0.7517,0.00169,0
sonnet-1,sonnet,python,roman,4,2,1,0,1,187,51,33,0,271,187,66724,0.69,0.0028,0
sonnet-1,sonnet,python,transpose,3,2,1,0,1,139,4,33,0,176,139,66436,0.7898,0.00209,0
sonnet-1,sonnet,python,wordfreq,4,2,1,0,1,92,4,34,0,130,92,66238,0.7077,0.00139,0
sonnet-1,sonnet,ruby,anagrams,3,2,1,0,1,92,6,34,0,132,92,66381,0.697,0.00139,0
sonnet-1,sonnet,ruby,brackets,4,2,1,0,1,121,4,34,0,159,121,66486,0.761,0.00182,0
sonnet-1,sonnet,ruby,calc,4,2,1,0,1,436,27,33,0,496,436,67896,0.879,0.00642,0
sonnet-1,sonnet,ruby,dijkstra,4,2,1,0,1,320,40,33,0,393,320,67444,0.8142,0.00474,0
sonnet-1,sonnet,ruby,lcs,4,2,1,0,1,153,31,34,0,218,153,66680,0.7018,0.00229,0
sonnet-1,sonnet,ruby,primes,4,2,1,0,1,116,6,34,0,156,116,66349,0.7436,0.00175,0
sonnet-1,sonnet,ruby,rle,7,3,2,0,1,146,40,33,0,219,44,89381,0.6667,0.00163,102
sonnet-1,sonnet,ruby,roman,4,2,1,0,1,163,6,3,0,172,163,66458,0.9477,0.00245,0
sonnet-1,sonnet,ruby,transpose,3,2,1,0,1,63,6,33,0,102,63,66146,0.6176,0.00095,0
sonnet-1,sonnet,ruby,wordfreq,3,2,1,0,1,71,6,34,0,111,71,66184,0.6396,0.00107,0
sonnet-1,sonnet,rust,anagrams,5,2,1,0,1,245,39,34,0,318,245,67641,0.7704,0.00362,0
sonnet-1,sonnet,rust,brackets,4,2,1,0,1,320,7,34,0,361,320,67395,0.8864,0.00475,0
sonnet-1,sonnet,rust,calc,4,2,1,0,1,601,54,33,0,688,601,69258,0.8735,0.00868,0
sonnet-1,sonnet,rust,dijkstra,4,2,1,0,1,536,42,33,0,611,536,68712,0.8773,0.0078,0
sonnet-1,sonnet,rust,lcs,5,2,1,0,1,240,40,34,0,314,240,67144,0.7643,0.00357,0
sonnet-1,sonnet,rust,primes,4,2,1,0,1,217,43,34,0,294,217,66960,0.7381,0.00324,0
sonnet-1,sonnet,rust,rle,4,2,1,0,1,158,6,33,0,197,158,66675,0.802,0.00237,0
sonnet-1,sonnet,rust,roman,5,2,1,0,1,266,6,33,0,305,266,67206,0.8721,0.00396,0
sonnet-1,sonnet,rust,transpose,4,2,1,0,1,222,6,33,0,261,222,66932,0.8506,0.00332,0
sonnet-1,sonnet,rust,wordfreq,4,2,1,0,1,246,6,32,0,284,246,67072,0.8662,0.00367,0
sonnet-1,sonnet,scheme,anagrams,4,2,1,0,1,318,7,34,0,359,318,69944,0.8858,0.00455,0
sonnet-1,sonnet,scheme,brackets,8,4,1,1,2,278,24,68,0,370,270,115829,0.7514,0.0024,8
sonnet-1,sonnet,scheme,calc,8,4,1,1,2,645,25,66,0,736,622,123472,0.8764,0.00522,23
sonnet-1,sonnet,scheme,dijkstra,5,2,1,0,1,420,79,33,0,532,420,69193,0.7895,0.00607,0
sonnet-1,sonnet,scheme,lcs,15,8,1,1,6,306,99,357,0,762,299,216828,0.4016,0.00141,7
sonnet-1,sonnet,scheme,primes,4,2,1,0,1,217,35,34,0,286,217,66894,0.7587,0.00324,0
sonnet-1,sonnet,scheme,rle,10,5,1,1,3,195,33,150,0,378,187,137746,0.5159,0.00142,8
sonnet-1,sonnet,scheme,roman,7,4,1,1,2,242,26,66,0,334,239,115166,0.7246,0.0021,3
sonnet-1,sonnet,scheme,transpose,5,2,1,0,1,256,22,33,0,311,256,67102,0.8232,0.00382,0
sonnet-1,sonnet,scheme,wordfreq,6,3,1,0,2,434,43,79,0,556,434,96150,0.7806,0.00451,0
sonnet-1,sonnet,typescript,anagrams,4,2,1,0,1,212,6,34,0,252,212,66888,0.8413,0.00317,0
sonnet-1,sonnet,typescript,brackets,6,3,1,1,1,274,43,34,0,351,232,90574,0.7806,0.00303,42
sonnet-1,sonnet,typescript,calc,4,2,1,0,1,544,46,33,0,623,544,68850,0.8732,0.0079,0
sonnet-1,sonnet,typescript,dijkstra,4,2,1,0,1,418,38,33,0,489,418,67976,0.8548,0.00615,0
sonnet-1,sonnet,typescript,lcs,4,2,1,0,1,292,46,34,0,372,292,67522,0.7849,0.00432,0
sonnet-1,sonnet,typescript,primes,4,2,1,0,1,155,7,34,0,196,155,66486,0.7908,0.00233,0
sonnet-1,sonnet,typescript,rle,5,2,1,0,1,90,41,33,0,164,90,66395,0.5488,0.00136,0
sonnet-1,sonnet,typescript,roman,4,2,1,0,1,226,6,33,0,265,226,66851,0.8528,0.00338,0
sonnet-1,sonnet,typescript,transpose,3,2,1,0,1,182,6,33,0,221,182,66683,0.8235,0.00273,0
sonnet-1,sonnet,typescript,wordfreq,4,2,1,0,1,159,6,34,0,199,159,66619,0.799,0.00239,0
opus-1,opus,apl,anagrams,21,13,5,0,8,540,261,304,0,1105,173,229322,0.4887,0.00235,367
opus-1,opus,apl,brackets,27,14,2,4,8,452,271,500,0,1223,189,292603,0.3696,0.00154,263
opus-1,opus,apl,calc,27,15,1,2,9,576,339,923,0,1838,447,321041,0.3134,0.00179,129
opus-1,opus,apl,dijkstra,12,6,1,0,5,757,334,136,0,1227,538,151987,0.617,0.00498,219
opus-1,opus,apl,lcs,6,2,0,0,2,105,259,194,0,558,106,72050,0.1882,0.00146,-1
opus-1,opus,apl,primes,7,3,1,0,2,98,194,65,0,357,101,94787,0.2745,0.00103,-3
opus-1,opus,apl,rle,14,7,3,0,4,260,296,117,0,673,83,166764,0.3863,0.00156,177
opus-1,opus,apl,roman,23,13,1,3,9,253,215,393,0,861,214,252482,0.2938,0.001,39
opus-1,opus,apl,transpose,7,3,0,0,3,190,121,169,0,480,191,93807,0.3958,0.00203,-1
opus-1,opus,apl,wordfreq,28,13,3,1,9,447,252,321,0,1020,168,286928,0.4382,0.00156,279
opus-1,opus,bqn,anagrams,10,5,1,1,3,223,187,129,0,539,150,94851,0.4137,0.00235,73
opus-1,opus,bqn,brackets,15,9,3,1,5,590,291,169,0,1050,193,159071,0.5619,0.00371,397
opus-1,opus,bqn,calc,9,5,1,0,4,461,253,272,0,986,458,126792,0.4675,0.00364,3
opus-1,opus,bqn,dijkstra,7,3,1,0,2,444,293,81,0,818,444,75094,0.5428,0.00591,0
opus-1,opus,bqn,lcs,7,3,1,0,2,96,190,79,0,365,96,71832,0.263,0.00134,0
opus-1,opus,bqn,primes,11,5,1,0,2,131,149,197,0,477,131,126694,0.2746,0.00103,0
opus-1,opus,bqn,rle,8,4,1,0,3,95,119,142,0,356,95,93772,0.2669,0.00101,0
opus-1,opus,bqn,roman,4,2,1,0,1,216,119,29,0,364,216,69648,0.5934,0.0031,0
opus-1,opus,bqn,transpose,7,4,1,1,2,199,212,84,0,495,177,94757,0.402,0.0021,22
opus-1,opus,bqn,wordfreq,9,4,0,0,4,120,203,123,0,446,116,117638,0.2691,0.00102,4
opus-1,opus,c,anagrams,4,2,1,0,1,667,130,11,0,808,667,69218,0.8255,0.00964,0
opus-1,opus,c,brackets,4,2,1,0,1,275,151,28,0,454,275,45012,0.6057,0.00611,0
opus-1,opus,c,calc,4,2,1,0,1,383,151,30,0,564,383,45370,0.6791,0.00844,0
opus-1,opus,c,dijkstra,4,2,1,0,1,992,140,3,0,1135,992,70383,0.874,0.01409,0
opus-1,opus,c,lcs,4,2,1,0,1,297,118,28,0,443,297,44870,0.6704,0.00662,0
opus-1,opus,c,primes,3,2,1,0,1,170,87,28,0,285,170,44377,0.5965,0.00383,0
opus-1,opus,c,rle,5,3,1,0,2,136,122,85,0,343,136,90938,0.3965,0.0015,0
opus-1,opus,c,roman,3,2,1,0,1,224,116,28,0,368,224,44522,0.6087,0.00503,0
opus-1,opus,c,transpose,4,2,1,0,1,189,65,28,0,282,189,44567,0.6702,0.00424,0
opus-1,opus,c,wordfreq,4,2,1,0,1,730,147,37,0,914,730,46141,0.7987,0.01582,0
opus-1,opus,forth,anagrams,11,5,1,0,4,770,227,85,0,1082,766,157252,0.7116,0.0049,4
opus-1,opus,forth,brackets,5,3,1,0,2,266,134,65,0,465,266,93262,0.572,0.00285,0
opus-1,opus,forth,calc,4,2,1,0,1,339,174,39,0,552,339,47246,0.6141,0.00718,0
opus-1,opus,forth,dijkstra,6,3,1,0,2,764,115,35,0,914,764,74485,0.8359,0.01026,0
opus-1,opus,forth,lcs,5,3,1,0,2,271,154,81,0,506,271,70288,0.5356,0.00386,0
opus-1,opus,forth,primes,5,2,1,0,1,194,91,29,0,314,194,68821,0.6178,0.00282,0
opus-1,opus,forth,rle,5,3,1,0,2,166,141,95,0,402,166,68387,0.4129,0.00243,0
opus-1,opus,forth,roman,5,2,1,0,1,276,136,29,0,441,276,68807,0.6259,0.00401,0
opus-1,opus,forth,transpose,4,2,1,0,1,285,135,29,0,449,285,69544,0.6347,0.0041,0
opus-1,opus,forth,wordfreq,4,2,1,0,1,870,143,33,0,1046,870,54611,0.8317,0.01593,0
opus-1,opus,go,anagrams,5,3,1,0,2,244,82,72,0,398,244,67277,0.6131,0.00363,0
opus-1,opus,go,brackets,5,3,1,0,2,284,120,79,0,483,284,67379,0.588,0.00421,0
opus-1,opus,go,calc,5,3,1,0,2,521,171,58,0,750,521,69936,0.6947,0.00745,0
opus-1,opus,go,dijkstra,4,2,1,0,1,843,138,28,0,1009,843,46534,0.8355,0.01812,0
opus-1,opus,go,lcs,4,2,1,0,1,228,98,28,0,354,228,44694,0.6441,0.0051,0
opus-1,opus,go,primes,3,2,1,0,1,160,67,28,0,255,160,44358,0.6275,0.00361,0
opus-1,opus,go,rle,4,2,1,0,1,167,95,31,0,293,167,44621,0.57,0.00374,0
opus-1,opus,go,roman,3,2,1,0,1,243,110,28,0,381,243,44645,0.6378,0.00544,0
opus-1,opus,go,transpose,5,3,1,1,1,343,134,28,0,505,328,67648,0.6792,0.00507,15
opus-1,opus,go,wordfreq,3,2,1,0,1,369,84,29,0,482,369,45031,0.7656,0.00819,0
opus-1,opus,haskell,anagrams,4,2,1,0,1,103,137,29,0,269,103,66647,0.3829,0.00155,0
opus-1,opus,haskell,brackets,4,2,1,0,1,148,95,37,0,280,148,44641,0.5286,0.00332,0
opus-1,opus,haskell,calc,4,2,1,0,1,415,170,11,0,596,415,67978,0.6963,0.0061,0
opus-1,opus,haskell,dijkstra,5,2,1,0,1,379,141,42,0,562,379,45609,0.6744,0.00831,0
opus-1,opus,haskell,lcs,4,2,1,0,1,340,107,29,0,476,340,67589,0.7143,0.00503,0
opus-1,opus,haskell,primes,3,2,1,0,1,192,105,3,0,300,192,66556,0.64,0.00288,0
opus-1,opus,haskell,rle,4,2,1,0,1,68,124,29,0,221,68,66235,0.3077,0.00103,0
opus-1,opus,haskell,roman,3,2,1,0,1,164,102,29,0,295,164,44455,0.5559,0.00369,0
opus-1,opus,haskell,transpose,5,2,1,0,1,186,94,29,0,309,186,67157,0.6019,0.00277,0
opus-1,opus,haskell,wordfreq,5,3,1,0,2,198,132,62,0,392,198,68386,0.5051,0.0029,0
opus-1,opus,java,anagrams,5,3,1,0,2,210,132,71,0,413,210,67843,0.5085,0.0031,0
opus-1,opus,java,brackets,4,2,1,0,1,229,121,28,0,378,229,44840,0.6058,0.00511,0
opus-1,opus,java,calc,4,2,1,0,1,460,137,5,0,602,460,46126,0.7641,0.00997,0
opus-1,opus,java,dijkstra,4,2,1,0,1,572,100,3,0,675,572,45776,0.8474,0.0125,0
opus-1,opus,java,lcs,4,2,1,0,1,230,141,28,0,399,230,44770,0.5764,0.00514,0
opus-1,opus,java,primes,3,2,1,0,1,272,65,28,0,365,272,44724,0.7452,0.00608,0
opus-1,opus,java,rle,4,2,1,0,1,148,106,28,0,282,148,66563,0.5248,0.00222,0
opus-1,opus,java,roman,3,2,1,0,1,233,81,28,0,342,233,44573,0.6813,0.00523,0
opus-1,opus,java,transpose,4,2,1,0,1,336,103,28,0,467,336,45078,0.7195,0.00745,0
opus-1,opus,java,wordfreq,3,2,1,0,1,285,98,3,0,386,285,44856,0.7383,0.00635,0
opus-1,opus,javascript,anagrams,5,3,1,0,2,158,114,67,0,339,158,66928,0.4661,0.00236,0
opus-1,opus,javascript,brackets,4,2,1,0,1,186,120,31,0,337,186,44982,0.5519,0.00413,0
opus-1,opus,javascript,calc,4,2,1,0,1,276,140,11,0,427,276,67480,0.6464,0.00409,0
opus-1,opus,javascript,dijkstra,4,2,1,0,1,708,174,11,0,893,708,46332,0.7928,0.01528,0
opus-1,opus,javascript,lcs,4,2,1,0,1,219,78,28,0,325,219,44565,0.6738,0.00491,0
opus-1,opus,javascript,primes,3,2,1,0,1,111,86,28,0,225,111,44197,0.4933,0.00251,0
opus-1,opus,javascript,rle,3,2,1,0,1,98,115,31,0,244,98,44276,0.4016,0.00221,0
opus-1,opus,javascript,roman,3,2,1,0,1,205,90,28,0,323,205,44474,0.6347,0.00461,0
opus-1,opus,javascript,transpose,3,2,1,0,1,117,62,28,0,207,117,44207,0.5652,0.00265,0
opus-1,opus,javascript,wordfreq,4,2,1,0,1,147,101,29,0,277,147,44447,0.5307,0.00331,0
opus-1,opus,k,anagrams,19,9,0,0,9,125,210,507,0,842,37,244640,0.1485,0.00051,88
opus-1,opus,k,brackets,9,4,0,0,4,68,213,138,0,419,50,117023,0.1623,0.00058,18
opus-1,opus,k,calc,20,9,2,0,7,602,235,517,0,1354,305,234810,0.4446,0.00256,297
opus-1,opus,k,dijkstra,12,5,0,0,5,395,203,213,0,811,128,145900,0.4871,0.00271,267
opus-1,opus,k,lcs,15,7,0,0,7,0,220,638,0,858,48,196642,0.0,0.0,-48
opus-1,opus,k,primes,16,7,0,0,7,256,297,338,0,891,70,203815,0.2873,0.00126,186
opus-1,opus,k,rle,15,8,2,1,5,101,285,178,0,564,45,195269,0.1791,0.00052,56
opus-1,opus,k,roman,19,8,0,0,8,634,235,393,0,1262,117,230179,0.5024,0.00275,517
opus-1,opus,k,transpose,14,6,0,0,6,189,210,274,0,673,56,165451,0.2808,0.00114,133
opus-1,opus,k,wordfreq,25,12,1,0,11,234,282,968,0,1484,79,307808,0.1577,0.00076,155
opus-1,opus,lisp,anagrams,4,2,1,0,1,169,128,32,0,329,169,44690,0.5137,0.00378,0
opus-1,opus,lisp,brackets,4,2,1,0,1,170,102,29,0,301,170,66847,0.5648,0.00254,0
opus-1,opus,lisp,calc,4,2,1,0,1,485,131,11,0,627,485,68368,0.7735,0.00709,0
opus-1,opus,lisp,dijkstra,5,2,1,0,1,881,139,29,0,1049,881,70525,0.8398,0.01249,0
opus-1,opus,lisp,lcs,4,2,1,0,1,230,93,11,0,334,230,44624,0.6886,0.00515,0
opus-1,opus,lisp,primes,5,3,1,1,1,200,108,29,0,337,188,66988,0.5935,0.00299,12
opus-1,opus,lisp,rle,4,2,1,0,1,150,120,32,0,302,150,44642,0.4967,0.00336,0
opus-1,opus,lisp,roman,4,2,1,0,1,209,116,3,0,328,209,66743,0.6372,0.00313,0
opus-1,opus,lisp,transpose,6,3,1,1,1,165,101,29,0,295,153,67133,0.5593,0.00246,12
opus-1,opus,lisp,wordfreq,4,2,1,0,1,349,145,38,0,532,349,45436,0.656,0.00768,0
opus-1,opus,perl,anagrams,5,3,1,0,2,117,105,69,0,291,117,66737,0.4021,0.00175,0
opus-1,opus,perl,brackets,4,2,1,0,1,162,115,3,0,280,162,66599,0.5786,0.00243,0
opus-1,opus,perl,calc,5,3,1,0,2,320,150,23,0,493,320,68287,0.6491,0.00469,0
opus-1,opus,perl,dijkstra,4,2,1,0,1,622,97,29,0,748,622,68464,0.8316,0.00909,0
opus-1,opus,perl,lcs,4,2,1,0,1,240,105,29,0,374,240,44862,0.6417,0.00535,0
opus-1,opus,perl,primes,3,2,1,0,1,178,84,29,0,291,178,66329,0.6117,0.00268,0
opus-1,opus,perl,rle,4,2,1,0,1,71,113,29,0,213,71,66106,0.3333,0.00107,0
opus-1,opus,perl,roman,3,2,1,0,1,159,144,29,0,332,159,44434,0.4789,0.00358,0
opus-1,opus,perl,transpose,4,2,1,0,1,103,94,29,0,226,103,66297,0.4558,0.00155,0
opus-1,opus,perl,wordfreq,3,2,1,0,1,79,91,30,0,200,79,66048,0.395,0.0012,0
opus-1,opus,prolog,anagrams,5,3,1,0,2,160,127,82,0,369,160,67573,0.4336,0.00237,0
opus-1,opus,prolog,brackets,4,2,1,0,1,150,147,3,0,300,150,66798,0.5,0.00225,0
opus-1,opus,prolog,calc,9,5,1,2,2,362,159,20,0,541,338,93077,0.6691,0.00389,24
opus-1,opus,prolog,dijkstra,4,2,1,0,1,418,153,31,0,602,418,46242,0.6944,0.00904,0
opus-1,opus,prolog,lcs,4,2,1,0,1,363,222,3,0,588,363,69784,0.6173,0.0052,0
opus-1,opus,prolog,primes,4,2,1,0,1,294,170,29,0,493,294,46143,0.5963,0.00637,0
opus-1,opus,prolog,rle,4,2,1,0,1,187,156,29,0,372,187,66844,0.5027,0.0028,0
opus-1,opus,prolog,roman,4,3,1,0,2,269,130,60,0,459,269,68225,0.5861,0.00394,0
opus-1,opus,prolog,transpose,4,2,1,0,1,206,97,29,0,332,206,45400,0.6205,0.00454,0
opus-1,opus,prolog,wordfreq,6,4,1,2,1,398,134,30,0,562,385,68581,0.7082,0.0058,13
opus-1,opus,python,anagrams,6,3,1,0,2,69,117,38,0,224,69,69548,0.308,0.00099,0
opus-1,opus,python,brackets,4,2,1,0,1,149,131,28,0,308,149,44618,0.4838,0.00334,0
opus-1,opus,python,calc,6,3,1,0,2,416,155,37,0,608,416,70552,0.6842,0.0059,0
opus-1,opus,python,dijkstra,3,2,1,0,1,271,106,28,0,405,271,44813,0.6691,0.00605,0
opus-1,opus,python,lcs,4,2,1,0,1,174,106,28,0,308,174,45122,0.5649,0.00386,0
opus-1,opus,python,primes,3,2,1,0,1,153,74,28,0,255,153,44276,0.6,0.00346,0
opus-1,opus,python,rle,4,3,1,0,2,82,77,61,0,220,82,67254,0.3727,0.00122,0
opus-1,opus,python,roman,3,2,1,0,1,160,100,28,0,288,160,44328,0.5556,0.00361,0
opus-1,opus,python,transpose,4,2,1,0,1,113,86,28,0,227,113,44337,0.4978,0.00255,0
opus-1,opus,python,wordfreq,3,2,1,0,1,96,99,29,0,224,96,44235,0.4286,0.00217,0
opus-1,opus,ruby,anagrams,4,2,1,0,1,71,84,3,0,158,71,66379,0.4494,0.00107,0
opus-1,opus,ruby,brackets,4,2,1,0,1,131,110,29,0,270,131,44532,0.4852,0.00294,0
opus-1,opus,ruby,calc,4,2,1,0,1,311,106,11,0,428,311,67414,0.7266,0.00461,0
opus-1,opus,ruby,dijkstra,4,2,1,0,1,458,88,29,0,575,458,45272,0.7965,0.01012,0
opus-1,opus,ruby,lcs,4,2,1,0,1,141,121,29,0,291,141,44811,0.4845,0.00315,0
opus-1,opus,ruby,primes,3,2,1,0,1,124,69,29,0,222,124,44192,0.5586,0.00281,0
opus-1,opus,ruby,rle,3,2,1,0,1,48,77,29,0,154,48,65910,0.3117,0.00073,0
opus-1,opus,ruby,roman,3,2,1,0,1,173,103,29,0,305,173,44373,0.5672,0.0039,0
opus-1,opus,ruby,transpose,4,2,1,0,1,87,81,3,0,171,87,66182,0.5088,0.00131,0
opus-1,opus,ruby,wordfreq,3,2,1,0,1,72,117,30,0,219,72,44209,0.3288,0.00163,0
opus-1,opus,rust,anagrams,4,2,1,0,1,225,131,8,0,364,225,45098,0.6181,0.00499,0
opus-1,opus,rust,brackets,4,2,1,0,1,213,126,3,0,342,213,44873,0.6228,0.00475,0
opus-1,opus,rust,calc,4,2,1,0,1,548,151,37,0,736,548,45935,0.7446,0.01193,0
opus-1,opus,rust,dijkstra,4,2,1,0,1,432,128,3,0,563,432,68152,0.7673,0.00634,0
opus-1,opus,rust,lcs,4,2,1,0,1,213,87,29,0,329,213,66840,0.6474,0.00319,0
opus-1,opus,rust,primes,3,2,1,0,1,158,85,29,0,272,158,44379,0.5809,0.00356,0
opus-1,opus,rust,rle,4,2,1,0,1,167,85,29,0,281,167,44606,0.5943,0.00374,0
opus-1,opus,rust,roman,3,2,1,0,1,240,88,29,0,357,240,44617,0.6723,0.00538,0
opus-1,opus,rust,transpose,3,2,1,0,1,207,98,34,0,339,207,44620,0.6106,0.00464,0
opus-1,opus,rust,wordfreq,3,2,1,0,1,262,118,43,0,423,262,44907,0.6194,0.00583,0
opus-1,opus,scheme,anagrams,5,3,1,0,2,244,91,78,0,413,244,68049,0.5908,0.00359,0
opus-1,opus,scheme,brackets,4,2,1,0,1,217,99,29,0,345,217,44754,0.629,0.00485,0
opus-1,opus,scheme,calc,4,2,1,0,1,489,120,3,0,612,489,68270,0.799,0.00716,0
opus-1,opus,scheme,dijkstra,5,2,1,0,1,742,146,37,0,925,742,69626,0.8022,0.01066,0
opus-1,opus,scheme,lcs,5,2,1,0,1,291,144,37,0,472,291,67471,0.6165,0.00431,0
opus-1,opus,scheme,primes,4,3,1,0,2,180,104,62,0,346,180,68066,0.5202,0.00264,0
opus-1,opus,scheme,rle,4,2,1,0,1,134,89,3,0,226,134,66501,0.5929,0.00202,0
opus-1,opus,scheme,roman,3,2,1,0,1,238,79,3,0,320,238,66609,0.7438,0.00357,0
opus-1,opus,scheme,transpose,4,2,1,0,1,114,73,29,0,216,114,44417,0.5278,0.00257,0
opus-1,opus,scheme,wordfreq,4,2,1,0,1,287,151,30,0,468,287,44948,0.6132,0.00639,0
opus-1,opus,typescript,anagrams,4,2,1,0,1,193,115,32,0,340,193,44878,0.5676,0.0043,0
opus-1,opus,typescript,brackets,6,3,1,0,2,197,150,86,0,433,197,68558,0.455,0.00287,0
opus-1,opus,typescript,calc,4,2,1,0,1,302,110,29,0,441,302,45204,0.6848,0.00668,0
opus-1,opus,typescript,dijkstra,4,2,1,0,1,746,145,37,0,928,746,69588,0.8039,0.01072,0
opus-1,opus,typescript,lcs,4,2,1,0,1,211,69,29,0,309,211,66778,0.6828,0.00316,0
opus-1,opus,typescript,primes,3,2,1,0,1,114,79,29,0,222,114,66143,0.5135,0.00172,0
opus-1,opus,typescript,rle,5,3,1,0,2,95,89,61,0,245,95,67536,0.3878,0.00141,0
opus-1,opus,typescript,roman,3,2,1,0,1,204,129,29,0,362,204,44527,0.5635,0.00458,0
opus-1,opus,typescript,transpose,5,3,1,0,2,189,87,63,0,339,189,67876,0.5575,0.00278,0
