run,model_id,model,lang,problem,passed,cases_passed,cases_total,input_tokens,output_tokens,cache_read_tokens,cache_create_tokens,thinking_tokens,total_tokens,num_turns,duration_ms,cost_usd,solution_tokens_o200k,solution_tokens_cl100k,solution_bytes,error,wall_s
sonnet-1,claude-sonnet-5,sonnet,apl,dijkstra,True,5,5,70,26284,1307072,37394,17727,1370820,35,412199,0.6752914000000001,483,497,991,,429.7
sonnet-1,claude-sonnet-5,sonnet,apl,lcs,True,5,5,22,9743,316418,18491,7417,344674,11,186154,0.2359726,163,166,263,,207.8
sonnet-1,claude-sonnet-5,sonnet,apl,primes,False,1,5,38,5694,493085,15906,2747,514723,19,114222,0.220536,162,165,298,,142.8
sonnet-1,claude-sonnet-5,sonnet,apl,rle,True,5,5,12,2029,134374,7877,1142,144292,6,59903,0.0799628,112,115,243,,75.1
sonnet-1,claude-sonnet-5,sonnet,apl,roman,True,5,5,18,3363,231967,12757,1367,248105,9,106300,0.13233840000000002,305,307,701,,125.6
sonnet-1,claude-sonnet-5,sonnet,apl,transpose,True,5,5,56,17308,890609,26433,10696,934406,28,286623,0.4583027999999999,185,191,330,,297.7
sonnet-1,claude-sonnet-5,sonnet,apl,wordfreq,True,5,5,74,27942,1401877,39405,18440,1469298,37,568673,0.7188204,287,293,778,,586.9
sonnet-1,claude-sonnet-5,sonnet,bqn,anagrams,True,5,5,28,11102,402686,18742,8609,432558,14,195634,0.26785620000000004,109,107,295,,211.6
sonnet-1,claude-sonnet-5,sonnet,bqn,brackets,True,5,5,74,29276,1494444,41582,22058,1565376,37,543712,0.7593777999999998,216,207,422,,554.2
sonnet-1,claude-sonnet-5,sonnet,bqn,calc,True,5,5,80,33253,1988306,48613,25430,2070252,41,571301,0.9260932000000001,717,681,1575,,585.1
sonnet-1,claude-sonnet-5,sonnet,bqn,dijkstra,False,0,5,80,49663,2183845,58693,40192,2292281,41,771022,1.169636,468,503,1000,,786.7
sonnet-1,claude-sonnet-5,sonnet,bqn,lcs,True,5,5,36,28275,716267,36356,23453,780934,18,350160,0.5727434,209,206,431,,353.1
sonnet-1,claude-sonnet-5,sonnet,bqn,primes,True,5,5,80,25917,1506812,36293,18557,1569102,41,612817,0.7071074000000002,280,283,533,,625.6
sonnet-1,claude-sonnet-5,sonnet,bqn,rle,True,5,5,8,2992,87774,7706,2334,98480,4,64758,0.0795788,128,128,286,,80.4
sonnet-1,claude-sonnet-5,sonnet,bqn,roman,True,5,5,10,12271,139228,17365,10875,168874,5,171285,0.2212896,301,294,622,,184.7
sonnet-1,claude-sonnet-5,sonnet,bqn,transpose,True,5,5,16,11974,232675,19209,10300,263874,8,157489,0.24439800000000003,180,182,390,,163.3
sonnet-1,claude-sonnet-5,sonnet,bqn,wordfreq,True,5,5,32,18767,565773,25991,15373,610563,16,380327,0.40607360000000003,193,202,453,,400.0
sonnet-1,claude-sonnet-5,sonnet,c,anagrams,True,5,5,8,2833,87306,7651,837,97798,4,43602,0.0776772,929,926,3140,,56.2
sonnet-1,claude-sonnet-5,sonnet,c,brackets,True,5,5,14,3528,160819,9099,1248,173460,7,65395,0.1051018,381,380,1441,,80.3
sonnet-1,claude-sonnet-5,sonnet,c,calc,True,5,5,6,1090,61590,5782,19,68468,3,24788,0.047634,506,503,1956,,40.7
sonnet-1,claude-sonnet-5,sonnet,c,dijkstra,True,5,5,10,2859,111534,7823,149,122226,5,49628,0.08350980000000001,1094,1088,3814,,64.5
sonnet-1,claude-sonnet-5,sonnet,c,lcs,True,5,5,6,998,61355,5624,106,67983,3,25947,0.045995,404,404,1306,,40.5
sonnet-1,claude-sonnet-5,sonnet,c,primes,True,5,5,6,520,60939,5204,11,66669,3,30150,0.0394648,201,200,656,,45.2
sonnet-1,claude-sonnet-5,sonnet,c,rle,True,5,5,6,449,60909,5152,13,66516,3,27250,0.038551800000000004,144,144,508,,43.9
sonnet-1,claude-sonnet-5,sonnet,c,roman,True,5,5,6,480,60912,5169,13,66567,3,26328,0.0389104,179,177,479,,40.4
sonnet-1,claude-sonnet-5,sonnet,c,transpose,True,5,5,6,506,60945,5199,13,66656,3,23585,0.039289000000000004,192,191,516,,38.5
sonnet-1,claude-sonnet-5,sonnet,c,wordfreq,True,5,5,6,1740,62106,6362,201,70214,3,40319,0.0565082,822,822,2836,,54.9
sonnet-1,claude-sonnet-5,sonnet,forth,anagrams,True,5,5,20,20010,484780,30937,16096,535747,10,502712,0.42212800000000006,1287,1279,3409,,519.2
sonnet-1,claude-sonnet-5,sonnet,forth,brackets,True,5,5,26,9859,350112,16044,6755,376041,13,210329,0.23407840000000002,396,396,1238,,229.4
sonnet-1,claude-sonnet-5,sonnet,forth,calc,True,5,5,22,13355,334541,19089,10506,367007,11,286129,0.27813819999999995,506,501,1451,,308.9
sonnet-1,claude-sonnet-5,sonnet,forth,dijkstra,True,5,5,54,32811,1089544,41238,24183,1163647,27,739013,0.7123738,883,880,2512,,765.1
sonnet-1,claude-sonnet-5,sonnet,forth,lcs,True,5,5,8,10420,102053,15108,9360,127589,4,145346,0.18629860000000004,425,416,1143,,175.0
sonnet-1,claude-sonnet-5,sonnet,forth,primes,True,5,5,12,5976,148487,11055,4851,165530,6,102724,0.1349544,304,304,830,,116.8
sonnet-1,claude-sonnet-5,sonnet,forth,rle,True,5,5,8,2613,84404,8716,1848,95741,4,33643,0.0791588,217,210,620,,36.5
sonnet-1,claude-sonnet-5,sonnet,forth,roman,True,5,5,26,11597,352420,17100,8161,381143,13,178529,0.25614500000000007,354,358,904,,190.9
sonnet-1,claude-sonnet-5,sonnet,forth,transpose,True,5,5,72,28675,1955960,48219,21816,2032926,36,1168327,0.8722070000000001,269,272,741,,1176.7
sonnet-1,claude-sonnet-5,sonnet,forth,wordfreq,True,5,5,54,26796,1137003,35713,20047,1199566,27,627721,0.6395516000000001,984,970,2640,,646.0
sonnet-1,claude-sonnet-5,sonnet,go,anagrams,True,5,5,6,873,61246,5591,125,67716,3,30163,0.0446152,332,325,1087,,43.8
sonnet-1,claude-sonnet-5,sonnet,go,brackets,True,5,5,6,685,61063,5372,61,67126,3,30118,0.0417906,233,230,722,,49.9
sonnet-1,claude-sonnet-5,sonnet,go,calc,True,5,5,6,1292,61767,5965,99,69030,3,35278,0.050415400000000006,538,533,1579,,53.1
sonnet-1,claude-sonnet-5,sonnet,go,dijkstra,True,5,5,6,1180,61679,5877,24,68742,3,31440,0.0489508,566,562,1575,,44.2
sonnet-1,claude-sonnet-5,sonnet,go,lcs,True,5,5,6,782,61140,5415,138,67343,3,28721,0.042949999999999995,242,237,662,,41.8
sonnet-1,claude-sonnet-5,sonnet,go,primes,True,5,5,6,571,60971,5243,21,66791,3,23171,0.040131200000000006,187,182,557,,39.9
sonnet-1,claude-sonnet-5,sonnet,go,rle,True,5,5,6,569,60951,5211,22,66737,3,32436,0.039980199999999994,167,163,480,,45.2
sonnet-1,claude-sonnet-5,sonnet,go,roman,True,5,5,6,665,61062,5347,62,67080,3,27622,0.041491400000000005,251,245,723,,45.1
sonnet-1,claude-sonnet-5,sonnet,go,transpose,True,5,5,6,596,61001,5262,0,66865,3,25822,0.0404562,209,201,571,,45.9
sonnet-1,claude-sonnet-5,sonnet,go,wordfreq,True,5,5,6,706,61135,5396,0,67243,3,33805,0.042104,299,296,883,,44.6
sonnet-1,claude-sonnet-5,sonnet,haskell,anagrams,True,5,5,6,502,61037,5247,38,66792,3,27449,0.0395054,142,138,481,,45.6
sonnet-1,claude-sonnet-5,sonnet,haskell,brackets,True,5,5,6,465,60968,5138,19,66577,3,28581,0.03867860000000001,169,169,581,,40.7
sonnet-1,claude-sonnet-5,sonnet,haskell,calc,True,5,5,6,2047,62586,6713,1168,71352,3,47265,0.0611392,423,423,1286,,60.6
sonnet-1,claude-sonnet-5,sonnet,haskell,dijkstra,True,5,5,8,1399,85181,6554,147,93142,4,39494,0.058586200000000005,472,475,1574,,56.4
sonnet-1,claude-sonnet-5,sonnet,haskell,lcs,True,5,5,12,3042,132150,7991,1358,143195,6,70325,0.090086,383,376,1123,,89.4
sonnet-1,claude-sonnet-5,sonnet,haskell,primes,True,5,5,10,1684,108181,6867,281,116742,5,38331,0.0672252,256,250,766,,52.7
sonnet-1,claude-sonnet-5,sonnet,haskell,rle,True,5,5,8,646,83264,5506,103,89424,4,26584,0.0464148,69,67,238,,41.7
sonnet-1,claude-sonnet-5,sonnet,haskell,roman,True,5,5,6,658,60960,5270,78,66894,3,38658,0.041136,176,176,441,,50.7
sonnet-1,claude-sonnet-5,sonnet,haskell,transpose,True,5,5,6,605,60938,5316,180,66865,3,36829,0.040777600000000004,136,135,448,,51.0
sonnet-1,claude-sonnet-5,sonnet,haskell,wordfreq,True,5,5,6,637,61108,5351,60,67102,3,28450,0.0412466,221,216,656,,46.7
sonnet-1,claude-sonnet-5,sonnet,java,anagrams,True,5,5,6,960,61413,5640,228,68019,3,31008,0.04571460000000001,261,242,1218,,50.4
sonnet-1,claude-sonnet-5,sonnet,java,brackets,True,5,5,6,706,61137,5395,0,67244,3,28569,0.0421074,278,265,1399,,41.5
sonnet-1,claude-sonnet-5,sonnet,java,calc,True,5,5,6,1273,61706,5937,72,68922,3,32660,0.0501112,560,543,2641,,48.5
sonnet-1,claude-sonnet-5,sonnet,java,dijkstra,True,5,5,6,1062,61569,5765,23,68402,3,31181,0.047300800000000004,472,455,1851,,47.2
sonnet-1,claude-sonnet-5,sonnet,java,lcs,True,5,5,6,735,61074,5347,68,67162,3,31864,0.04219479999999999,244,233,954,,47.1
sonnet-1,claude-sonnet-5,sonnet,java,primes,True,5,5,6,617,60974,5243,17,66840,3,27069,0.040591800000000004,203,196,901,,43.9
sonnet-1,claude-sonnet-5,sonnet,java,rle,True,5,5,6,565,60937,5203,32,66711,3,33293,0.0399054,153,140,665,,51.6
sonnet-1,claude-sonnet-5,sonnet,java,roman,True,5,5,6,708,61131,5391,16,67236,3,26942,0.04211619999999999,296,281,1174,,39.4
sonnet-1,claude-sonnet-5,sonnet,java,transpose,True,5,5,6,636,61066,5325,13,67033,3,28662,0.0411112,235,215,979,,41.3
sonnet-1,claude-sonnet-5,sonnet,java,wordfreq,True,5,5,6,978,61303,5616,69,67903,3,31396,0.04574260000000001,371,342,1670,,45.5
sonnet-1,claude-sonnet-5,sonnet,javascript,anagrams,True,5,5,6,460,60962,5182,22,66610,3,30479,0.0387804,152,151,489,,56.0
sonnet-1,claude-sonnet-5,sonnet,javascript,brackets,True,5,5,6,484,60931,5171,14,66592,3,30638,0.0389382,162,161,537,,57.6
sonnet-1,claude-sonnet-5,sonnet,javascript,calc,True,5,5,6,1053,61492,5696,18,68247,3,38945,0.0468824,447,446,1638,,57.2
sonnet-1,claude-sonnet-5,sonnet,javascript,dijkstra,True,5,5,6,874,61296,5559,73,67735,3,35393,0.0445302,342,341,988,,56.7
sonnet-1,claude-sonnet-5,sonnet,javascript,lcs,True,5,5,6,696,61001,5337,105,67040,3,38759,0.0417382,219,214,598,,64.0
sonnet-1,claude-sonnet-5,sonnet,javascript,primes,True,5,5,6,502,60846,5123,17,66477,3,30354,0.03892419999999999,135,133,392,,48.7
sonnet-1,claude-sonnet-5,sonnet,javascript,rle,True,5,5,6,448,60805,5143,107,66402,3,28253,0.038457000000000005,91,90,272,,48.3
sonnet-1,claude-sonnet-5,sonnet,javascript,roman,True,5,5,8,845,83601,5663,71,90117,4,29635,0.0490602,220,217,659,,47.9
sonnet-1,claude-sonnet-5,sonnet,javascript,transpose,True,5,5,6,486,60904,5171,14,66567,3,29619,0.038960800000000004,156,155,457,,47.5
sonnet-1,claude-sonnet-5,sonnet,javascript,wordfreq,True,5,5,6,480,60900,5168,0,66554,3,30195,0.038873000000000005,166,163,454,,48.6
sonnet-1,claude-sonnet-5,sonnet,k,anagrams,True,5,5,56,11350,798401,18893,6416,828700,29,467563,0.3501222,67,67,108,,492.6
sonnet-1,claude-sonnet-5,sonnet,k,brackets,True,5,5,78,22919,1375822,34280,13501,1433099,39,343276,0.6428704,172,171,314,,348.2
sonnet-1,claude-sonnet-5,sonnet,k,calc,False,0,5,80,23232,1311464,31825,14896,1366601,41,492012,0.6233358,121,120,254,,510.1
sonnet-1,claude-sonnet-5,sonnet,k,dijkstra,False,0,5,80,12241,1204744,24629,8104,1241694,41,195052,0.46333180000000007,50,49,65,,203.4
sonnet-1,claude-sonnet-5,sonnet,k,lcs,True,5,5,76,34308,1561559,46263,24923,1642206,38,561416,0.8418377999999999,147,148,236,,564.3
sonnet-1,claude-sonnet-5,sonnet,k,primes,False,0,5,80,16220,1190505,26366,9850,1233171,41,355461,0.50718,21,21,26,,361.2
sonnet-1,claude-sonnet-5,sonnet,k,rle,True,5,5,80,16575,1203255,25185,11788,1245095,41,291772,0.508557,72,73,136,,299.0
sonnet-1,claude-sonnet-5,sonnet,k,roman,True,5,5,42,10119,608948,20448,4780,639557,21,154043,0.3060966,195,198,363,,156.6
sonnet-1,claude-sonnet-5,sonnet,k,transpose,True,5,5,60,6655,846678,20197,3446,873590,30,262019,0.3180316,36,36,55,,264.5
sonnet-1,claude-sonnet-5,sonnet,k,wordfreq,False,0,5,80,17270,1239917,27889,11988,1285156,41,403057,0.5336323999999999,9,8,16,,413.4
sonnet-1,claude-sonnet-5,sonnet,lisp,anagrams,True,5,5,6,682,61148,5373,75,67209,3,28846,0.0418146,217,215,755,,45.3
sonnet-1,claude-sonnet-5,sonnet,lisp,brackets,True,5,5,6,504,60954,5206,0,66670,3,24670,0.039320799999999996,174,174,589,,38.4
sonnet-1,claude-sonnet-5,sonnet,lisp,calc,True,5,5,6,2271,62761,6952,1234,71990,3,39140,0.0643782,476,473,1583,,52.3
sonnet-1,claude-sonnet-5,sonnet,lisp,dijkstra,True,5,5,6,954,61530,5721,34,68211,3,30341,0.046053000000000004,487,487,1911,,44.0
sonnet-1,claude-sonnet-5,sonnet,lisp,lcs,True,5,5,6,719,61068,5336,112,67129,3,26887,0.0419906,208,208,616,,43.2
sonnet-1,claude-sonnet-5,sonnet,lisp,primes,True,5,5,6,567,60933,5198,21,66704,3,24569,0.0399046,185,185,641,,39.1
sonnet-1,claude-sonnet-5,sonnet,lisp,rle,True,5,5,6,496,60927,5175,10,66604,3,25386,0.0391274,152,152,628,,43.3
sonnet-1,claude-sonnet-5,sonnet,lisp,roman,True,5,5,6,585,61024,5280,13,66895,3,30314,0.040416799999999996,238,235,685,,49.1
sonnet-1,claude-sonnet-5,sonnet,lisp,transpose,True,5,5,6,529,60924,5178,12,66637,3,27177,0.0394458,153,153,567,,43.6
sonnet-1,claude-sonnet-5,sonnet,lisp,wordfreq,True,5,5,6,799,61166,5447,34,67418,3,27885,0.043245200000000004,325,325,1264,,43.5
sonnet-1,claude-sonnet-5,sonnet,perl,anagrams,True,5,5,6,482,60964,5199,46,66651,3,30130,0.039085800000000004,138,137,405,,46.1
sonnet-1,claude-sonnet-5,sonnet,perl,brackets,True,5,5,6,524,60943,5208,15,66681,3,33745,0.0395056,176,176,568,,48.2
sonnet-1,claude-sonnet-5,sonnet,perl,calc,True,5,5,6,1115,61595,5799,48,68515,3,35034,0.047951999999999995,535,534,1702,,51.7
sonnet-1,claude-sonnet-5,sonnet,perl,dijkstra,True,5,5,6,952,61391,5636,58,67985,3,28871,0.045644199999999996,422,422,1113,,43.6
sonnet-1,claude-sonnet-5,sonnet,perl,lcs,True,5,5,6,767,61082,5363,91,67218,3,30128,0.042570399999999994,269,267,621,,44.6
sonnet-1,claude-sonnet-5,sonnet,perl,primes,True,5,5,6,508,60852,5130,10,66496,3,22518,0.0390154,158,158,376,,38.6
sonnet-1,claude-sonnet-5,sonnet,perl,rle,True,5,5,6,407,60813,5068,15,66294,3,33563,0.037765599999999996,81,80,220,,48.3
sonnet-1,claude-sonnet-5,sonnet,perl,roman,True,5,5,6,471,60882,5151,11,66510,3,23189,0.038736400000000004,165,164,446,,38.4
sonnet-1,claude-sonnet-5,sonnet,perl,transpose,True,5,5,6,452,60869,5136,15,66463,3,28314,0.038480799999999996,142,141,369,,46.8
sonnet-1,claude-sonnet-5,sonnet,perl,wordfreq,True,5,5,6,456,60818,5086,11,66366,3,23787,0.0383106,99,98,282,,36.6
sonnet-1,claude-sonnet-5,sonnet,prolog,anagrams,True,5,5,8,2287,86554,7095,1339,95944,4,51544,0.0698538,281,281,1059,,70.6
sonnet-1,claude-sonnet-5,sonnet,prolog,brackets,True,5,5,8,1714,85508,6511,986,93741,4,52470,0.0615316,196,196,673,,69.1
sonnet-1,claude-sonnet-5,sonnet,prolog,calc,True,5,5,16,5479,199601,11402,3096,216498,8,80317,0.1416422,500,499,1519,,96.6
sonnet-1,claude-sonnet-5,sonnet,prolog,dijkstra,True,5,5,16,6760,208056,12302,3828,227134,8,105939,0.15975319999999998,720,721,2045,,124.4
sonnet-1,claude-sonnet-5,sonnet,prolog,lcs,True,5,5,12,5406,144498,10285,2853,160201,6,92601,0.1253756,894,893,2498,,115.1
sonnet-1,claude-sonnet-5,sonnet,prolog,primes,True,5,5,10,2505,111190,7681,1432,121386,5,76068,0.079277,291,286,859,,103.6
sonnet-1,claude-sonnet-5,sonnet,prolog,rle,True,5,5,8,1349,84631,6140,621,92128,4,45984,0.0562582,153,153,483,,67.0
sonnet-1,claude-sonnet-5,sonnet,prolog,roman,True,5,5,8,1131,83852,5905,83,90896,4,44332,0.052967400000000005,229,228,679,,66.0
sonnet-1,claude-sonnet-5,sonnet,prolog,transpose,True,5,5,6,1162,61137,5794,428,68099,3,42383,0.0482784,254,255,816,,59.1
sonnet-1,claude-sonnet-5,sonnet,prolog,wordfreq,True,5,5,6,3196,63575,7841,2078,74618,3,67185,0.077299,475,478,1443,,89.1
sonnet-1,claude-sonnet-5,sonnet,python,anagrams,True,5,5,6,463,43775,22308,7,66552,3,36965,0.103879,134,133,560,,67.7
sonnet-1,claude-sonnet-5,sonnet,python,brackets,True,5,5,6,495,43773,22310,13,66584,3,36838,0.10417459999999999,169,167,623,,67.4
sonnet-1,claude-sonnet-5,sonnet,python,calc,True,5,5,6,1156,61631,5846,88,68639,3,42643,0.04854220000000001,517,512,1984,,71.5
sonnet-1,claude-sonnet-5,sonnet,python,dijkstra,True,5,5,6,737,61226,5433,15,67402,3,48886,0.0426342,310,307,989,,71.1
sonnet-1,claude-sonnet-5,sonnet,python,lcs,True,5,5,6,638,60959,5243,49,66846,3,51082,0.0407758,224,224,626,,73.5
sonnet-1,claude-sonnet-5,sonnet,python,primes,True,5,5,6,464,60849,5129,17,66448,3,45201,0.0385708,158,158,474,,69.3
sonnet-1,claude-sonnet-5,sonnet,python,rle,True,5,5,6,356,60812,5046,0,66220,3,34922,0.0371524,112,112,367,,56.2
sonnet-1,claude-sonnet-5,sonnet,python,roman,True,5,5,6,596,60924,5198,23,66724,3,36086,0.0401728,187,187,587,,60.1
sonnet-1,claude-sonnet-5,sonnet,python,transpose,True,5,5,6,447,60856,5127,0,66436,3,34266,0.0383772,139,139,481,,57.4
sonnet-1,claude-sonnet-5,sonnet,python,wordfreq,True,5,5,6,371,60807,5054,14,66238,3,35673,0.03731040000000001,92,92,337,,54.9
sonnet-1,claude-sonnet-5,sonnet,ruby,anagrams,True,5,5,6,387,60878,5110,0,66381,3,29994,0.0377556,92,91,286,,44.0
sonnet-1,claude-sonnet-5,sonnet,ruby,brackets,True,5,5,6,451,60884,5145,17,66486,3,29790,0.0384948,121,121,415,,44.8
sonnet-1,claude-sonnet-5,sonnet,ruby,calc,True,5,5,6,889,61400,5601,25,67896,3,29765,0.044844,436,435,1351,,45.7
sonnet-1,claude-sonnet-5,sonnet,ruby,dijkstra,True,5,5,6,743,61247,5448,15,67444,3,27451,0.0427564,320,320,871,,43.5
sonnet-1,claude-sonnet-5,sonnet,ruby,lcs,True,5,5,6,562,60917,5195,66,66680,3,23925,0.03981339999999999,153,153,362,,39.8
sonnet-1,claude-sonnet-5,sonnet,ruby,primes,True,5,5,6,421,60824,5098,17,66349,3,38425,0.0380098,116,116,298,,54.5
sonnet-1,claude-sonnet-5,sonnet,ruby,rle,True,5,5,8,711,83191,5471,97,89381,4,40542,0.0468902,44,43,133,,57.0
sonnet-1,claude-sonnet-5,sonnet,ruby,roman,True,5,5,6,455,60900,5097,16,66458,3,35642,0.038352,163,163,421,,55.0
sonnet-1,claude-sonnet-5,sonnet,ruby,transpose,True,5,5,6,342,60767,5031,0,66146,3,29372,0.0369234,63,63,185,,43.1
sonnet-1,claude-sonnet-5,sonnet,ruby,wordfreq,True,5,5,6,353,60780,5045,0,66184,3,32072,0.037097000000000005,71,70,211,,47.3
sonnet-1,claude-sonnet-5,sonnet,rust,anagrams,True,5,5,6,851,61244,5540,164,67641,3,51372,0.044194800000000006,245,240,969,,65.8
sonnet-1,claude-sonnet-5,sonnet,rust,brackets,True,5,5,6,746,61197,5446,15,67395,3,46409,0.0427274,320,319,1386,,62.6
sonnet-1,claude-sonnet-5,sonnet,rust,calc,True,5,5,6,1354,61855,6043,79,69258,3,45324,0.051369000000000005,601,593,2646,,58.6
sonnet-1,claude-sonnet-5,sonnet,rust,dijkstra,True,5,5,6,1158,61680,5868,19,68712,3,44354,0.048699000000000006,536,534,1929,,59.3
sonnet-1,claude-sonnet-5,sonnet,rust,lcs,True,5,5,6,704,61092,5342,88,67144,3,41668,0.041872400000000004,240,240,774,,57.5
sonnet-1,claude-sonnet-5,sonnet,rust,primes,True,5,5,6,647,61023,5284,24,66960,3,54565,0.0410696,217,215,858,,66.7
sonnet-1,claude-sonnet-5,sonnet,rust,rle,True,5,5,6,496,60967,5206,14,66675,3,35053,0.0392524,158,156,625,,50.1
sonnet-1,claude-sonnet-5,sonnet,rust,roman,True,5,5,6,712,61080,5408,88,67206,3,34440,0.042213,266,266,905,,49.7
sonnet-1,claude-sonnet-5,sonnet,rust,transpose,True,5,5,6,593,61041,5292,12,66932,3,54066,0.0405632,222,221,775,,67.8
sonnet-1,claude-sonnet-5,sonnet,rust,wordfreq,True,5,5,6,638,61088,5340,10,67072,3,40351,0.0412096,246,240,868,,59.0
sonnet-1,claude-sonnet-5,sonnet,scheme,anagrams,True,5,5,6,1569,62072,6297,869,69944,3,37503,0.0545644,318,312,1117,,52.2
sonnet-1,claude-sonnet-5,sonnet,scheme,brackets,True,5,5,10,1033,108064,6722,112,115829,5,39462,0.0600938,270,265,878,,54.9
sonnet-1,claude-sonnet-5,sonnet,scheme,calc,True,5,5,10,2537,112666,8259,971,123472,5,56841,0.08224419999999999,622,614,2479,,73.3
sonnet-1,claude-sonnet-5,sonnet,scheme,dijkstra,True,5,5,6,1390,61756,6041,407,69193,3,33359,0.05172720000000001,420,419,1645,,45.3
sonnet-1,claude-sonnet-5,sonnet,scheme,lcs,True,5,5,18,2167,206394,8249,323,216828,9,73211,0.0972108,299,295,1034,,89.3
sonnet-1,claude-sonnet-5,sonnet,scheme,primes,True,5,5,6,626,60996,5266,21,66894,3,25851,0.0407782,217,215,829,,39.1
sonnet-1,claude-sonnet-5,sonnet,scheme,rle,True,5,5,12,973,130178,6583,38,137746,6,41521,0.0633656,187,181,616,,54.3
sonnet-1,claude-sonnet-5,sonnet,scheme,roman,True,5,5,10,873,107707,6576,14,115166,5,44500,0.0578394,239,232,649,,56.8
sonnet-1,claude-sonnet-5,sonnet,scheme,transpose,True,5,5,6,675,61075,5346,24,67102,3,21359,0.041602,256,254,948,,39.8
sonnet-1,claude-sonnet-5,sonnet,scheme,wordfreq,True,5,5,8,2210,86627,7305,1157,96150,4,42356,0.06989740000000001,434,426,1394,,54.7
sonnet-1,claude-sonnet-5,sonnet,typescript,anagrams,True,5,5,6,554,61049,5279,10,66888,3,29966,0.0401398,212,211,655,,46.2
sonnet-1,claude-sonnet-5,sonnet,typescript,brackets,True,5,5,8,986,83820,5760,46,90574,4,33261,0.0509,232,233,859,,47.8
sonnet-1,claude-sonnet-5,sonnet,typescript,calc,True,5,5,6,1223,61711,5910,70,68850,3,28364,0.049486199999999994,544,542,2097,,41.9
sonnet-1,claude-sonnet-5,sonnet,typescript,dijkstra,True,5,5,6,921,61425,5624,15,67976,3,24837,0.045279999999999994,418,417,1277,,41.8
sonnet-1,claude-sonnet-5,sonnet,typescript,lcs,True,5,5,6,855,61192,5469,121,67522,3,35988,0.043898400000000004,292,287,892,,51.8
sonnet-1,claude-sonnet-5,sonnet,typescript,primes,True,5,5,6,466,60871,5143,11,66486,3,33698,0.038653200000000006,155,153,453,,48.0
sonnet-1,claude-sonnet-5,sonnet,typescript,rle,True,5,5,6,453,60832,5104,27,66395,3,28180,0.0383604,90,90,306,,43.8
sonnet-1,claude-sonnet-5,sonnet,typescript,roman,True,5,5,6,579,61001,5265,13,66851,3,29637,0.040288199999999996,226,224,667,,42.6
sonnet-1,claude-sonnet-5,sonnet,typescript,transpose,True,5,5,6,519,60948,5210,0,66683,3,25348,0.039449599999999994,182,182,568,,42.3
sonnet-1,claude-sonnet-5,sonnet,typescript,wordfreq,True,5,5,6,496,60927,5190,14,66619,3,25289,0.0391354,159,157,494,,42.0
opus-1,claude-opus-5,opus,apl,anagrams,True,5,5,18,4621,213631,11052,1682,229322,14,121672,0.33423250000000004,173,175,274,,133.5
opus-1,claude-opus-5,opus,apl,brackets,True,5,5,22,6677,272953,12951,3315,292603,15,156775,0.4342665,189,196,316,,172.5
opus-1,claude-opus-5,opus,apl,calc,True,5,5,24,6377,301314,13326,2480,321041,16,303937,0.444749,447,460,955,,339.7
opus-1,claude-opus-5,opus,apl,dijkstra,True,5,5,12,5021,135183,11771,2734,151987,7,115245,0.3121935,538,553,968,,139.1
opus-1,claude-opus-5,opus,apl,lcs,True,5,5,6,2602,61967,7475,1677,72050,3,57335,0.17205050000000002,106,114,152,,68.3
opus-1,claude-opus-5,opus,apl,primes,True,5,5,8,2311,85364,7104,1573,94787,4,63411,0.172802,101,106,123,,73.7
opus-1,claude-opus-5,opus,apl,rle,True,5,5,14,2747,155985,8018,993,166764,8,88896,0.22818350000000004,83,84,120,,114.7
opus-1,claude-opus-5,opus,apl,roman,True,5,5,20,3950,238039,10473,1529,252482,14,185229,0.3238505,214,222,329,,222.8
opus-1,claude-opus-5,opus,apl,transpose,True,5,5,8,1208,85660,6931,312,93807,4,55209,0.14362299999999997,191,194,305,,88.6
opus-1,claude-opus-5,opus,apl,wordfreq,True,5,5,22,5857,268083,12966,2803,286928,14,212817,0.41147950000000005,168,171,282,,223.6
opus-1,claude-opus-5,opus,bqn,anagrams,True,5,5,8,2201,85272,7370,794,94851,6,67095,0.17268099999999997,150,149,254,,80.9
opus-1,claude-opus-5,opus,bqn,brackets,True,5,5,12,4820,143075,11164,2391,159071,10,95446,0.3049855,193,191,350,,106.0
opus-1,claude-opus-5,opus,bqn,calc,True,5,5,10,3811,111278,11693,1861,126792,6,73187,0.269179,458,467,879,,82.6
opus-1,claude-opus-5,opus,bqn,dijkstra,True,5,5,6,4409,61362,9317,3015,75094,4,77764,0.235411,444,470,793,,84.8
opus-1,claude-opus-5,opus,bqn,lcs,True,5,5,6,2394,62110,7322,1612,71832,4,49212,0.16540000000000002,96,99,168,,55.8
opus-1,claude-opus-5,opus,bqn,primes,True,5,5,10,2288,112989,11407,1266,126694,6,167680,0.2290575,131,141,224,,191.3
opus-1,claude-opus-5,opus,bqn,rle,True,5,5,8,1443,84864,7457,551,93772,5,45799,0.15438100000000002,95,91,182,,62.4
opus-1,claude-opus-5,opus,bqn,roman,True,5,5,6,1696,61823,6123,1048,69648,3,49622,0.1358205,216,223,359,,65.3
opus-1,claude-opus-5,opus,bqn,transpose,True,5,5,8,2532,85186,7031,1447,94757,5,92922,0.17748399999999998,177,170,355,,110.5
opus-1,claude-opus-5,opus,bqn,wordfreq,True,5,5,10,1987,108571,7070,842,117638,5,98102,0.1759515,116,117,198,,119.0
