model,lang,problem,ok,turns,calls,orient,probe,write,test,lookup,other,test_fail,probe_err,first_test,calls_before_first_test,writes_before_first_test
haiku,python,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,python,calc,True,11,10,6,1,1,1,0,1,0,0,pass,8,1
haiku,python,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,python,lcs,True,6,5,2,0,1,1,0,1,0,0,pass,4,1
haiku,python,primes,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,python,rle,True,4,3,0,1,1,1,0,0,0,1,pass,1,1
haiku,python,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,python,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,python,wordfreq,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,ruby,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,ruby,brackets,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,ruby,calc,True,14,13,10,1,1,1,0,0,0,1,pass,10,1
haiku,ruby,dijkstra,True,15,14,6,2,1,2,0,3,1,1,fail,9,1
haiku,ruby,lcs,True,5,4,1,1,1,1,0,0,0,0,pass,1,1
haiku,ruby,primes,True,11,10,7,1,1,1,0,0,0,0,pass,8,1
haiku,ruby,rle,True,10,9,7,0,1,1,0,0,0,0,pass,8,1
haiku,ruby,roman,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,ruby,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,ruby,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,rust,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,rust,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,rust,calc,True,10,9,4,2,1,1,0,1,0,0,pass,6,1
haiku,rust,dijkstra,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,rust,lcs,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,rust,primes,True,7,6,3,0,1,1,0,1,0,0,pass,5,1
haiku,rust,rle,True,11,10,8,0,1,1,0,0,0,0,pass,9,1
haiku,rust,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,rust,transpose,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,rust,wordfreq,True,8,7,4,0,1,1,0,1,0,0,pass,6,1
haiku,scheme,anagrams,True,7,6,1,1,2,2,0,0,1,0,fail,1,1
haiku,scheme,brackets,True,6,5,0,1,2,2,0,0,1,0,fail,1,1
haiku,scheme,calc,True,18,17,4,3,4,5,0,1,1,0,fail,6,1
haiku,scheme,dijkstra,True,13,12,6,1,2,2,0,1,1,0,fail,8,1
haiku,scheme,lcs,True,15,14,7,1,2,3,0,1,2,0,fail,8,1
haiku,scheme,primes,True,6,5,0,3,1,1,0,0,0,0,pass,1,1
haiku,scheme,rle,True,8,7,1,0,3,3,0,0,2,0,fail,1,1
haiku,scheme,roman,True,16,15,9,0,2,2,0,2,1,0,fail,11,1
haiku,scheme,transpose,True,16,15,6,2,2,4,0,1,3,0,fail,0,0
haiku,scheme,wordfreq,False,18,17,8,0,3,4,0,2,3,0,fail,9,1
haiku,typescript,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,typescript,brackets,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,typescript,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,typescript,dijkstra,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,typescript,lcs,True,4,3,0,1,1,1,0,0,0,0,pass,1,1
haiku,typescript,primes,True,11,10,6,0,1,1,0,2,0,0,pass,9,1
haiku,typescript,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,typescript,roman,True,10,9,6,0,1,1,0,1,0,0,pass,8,1
haiku,typescript,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,typescript,wordfreq,True,13,12,3,1,1,1,0,6,0,0,pass,10,1
opus,apl,anagrams,True,14,13,0,4,5,4,0,0,3,0,fail,0,0
opus,apl,brackets,True,15,14,0,3,6,5,0,0,4,0,fail,0,0
opus,apl,calc,True,16,15,2,3,3,4,0,3,2,0,fail,0,0
opus,apl,dijkstra,True,7,6,1,0,1,3,0,1,2,0,fail,0,0
opus,apl,lcs,True,3,2,0,0,0,2,0,0,1,0,fail,0,0
opus,apl,primes,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,apl,rle,True,8,7,0,0,3,4,0,0,1,0,fail,0,0
opus,apl,roman,True,14,13,1,3,4,5,0,0,4,0,fail,0,0
opus,apl,transpose,True,4,3,0,1,0,2,0,0,1,0,fail,0,0
opus,apl,wordfreq,True,14,13,1,2,4,5,0,1,4,0,fail,0,0
opus,bqn,anagrams,True,6,5,0,0,2,3,0,0,1,0,fail,0,0
opus,bqn,brackets,True,10,9,0,0,4,5,0,0,4,0,fail,0,0
opus,bqn,calc,True,6,5,1,0,1,3,0,0,2,0,fail,0,0
opus,bqn,dijkstra,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,bqn,lcs,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,bqn,primes,True,6,5,1,0,1,2,0,1,2,0,fail,0,0
opus,bqn,rle,True,5,4,0,1,1,2,0,0,1,0,fail,0,0
opus,bqn,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,bqn,transpose,True,5,4,0,0,2,2,0,0,0,0,pass,1,1
opus,bqn,wordfreq,True,5,4,0,1,0,3,0,0,1,1,fail,0,0
opus,c,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,rle,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,c,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,c,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,forth,anagrams,True,6,5,0,0,1,3,0,1,2,0,fail,0,0
opus,forth,brackets,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,forth,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,forth,dijkstra,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,forth,lcs,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,forth,primes,False,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,forth,rle,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,forth,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,forth,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,forth,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,go,anagrams,True,4,3,0,0,1,1,0,1,0,0,pass,2,1
opus,go,brackets,True,4,3,1,0,1,1,0,0,0,0,pass,2,1
opus,go,calc,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,go,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,go,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,go,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,go,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,go,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,go,transpose,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
opus,go,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,haskell,wordfreq,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,java,anagrams,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,java,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,java,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,anagrams,True,4,3,1,0,1,1,0,0,0,0,pass,2,1
opus,javascript,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,javascript,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,k,anagrams,True,10,9,0,3,0,5,1,0,4,1,fail,0,0
opus,k,brackets,True,5,4,0,2,0,2,0,0,1,1,fail,0,0
opus,k,calc,True,10,9,0,4,2,2,1,0,1,2,fail,0,0
opus,k,dijkstra,True,6,5,0,1,0,4,0,0,3,0,fail,0,0
opus,k,lcs,True,8,7,0,4,0,3,0,0,2,2,fail,0,0
opus,k,primes,True,8,7,0,2,0,5,0,0,4,2,fail,0,0
opus,k,rle,True,9,8,0,0,3,5,0,0,3,0,fail,0,0
opus,k,roman,True,9,8,0,2,0,6,0,0,5,0,fail,0,0
opus,k,transpose,True,7,6,0,2,0,4,0,0,1,1,fail,0,0
opus,k,wordfreq,True,13,12,0,2,1,8,1,0,7,0,fail,0,0
opus,lisp,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,primes,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
opus,lisp,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,lisp,transpose,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
opus,lisp,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,anagrams,True,4,3,0,1,1,1,0,0,0,0,pass,2,1
opus,perl,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,calc,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,perl,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,perl,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,anagrams,True,4,3,0,1,1,1,0,0,0,0,pass,2,1
opus,prolog,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,calc,True,6,5,0,0,3,2,0,0,1,0,fail,0,0
opus,prolog,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,roman,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,prolog,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,prolog,wordfreq,True,5,4,0,0,3,1,0,0,0,0,pass,3,3
opus,python,anagrams,True,4,3,1,0,1,1,0,0,0,0,pass,2,1
opus,python,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,python,calc,True,4,3,0,0,1,1,0,1,0,0,pass,2,1
opus,python,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,python,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,python,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,python,rle,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,python,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,python,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,python,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,ruby,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,rust,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,anagrams,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,scheme,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,primes,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,scheme,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,scheme,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,brackets,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,typescript,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,rle,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,typescript,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,typescript,transpose,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
opus,typescript,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,apl,anagrams,True,26,25,3,11,5,6,0,0,4,2,fail,0,0
sonnet,apl,brackets,True,33,32,3,19,3,5,1,1,4,11,fail,3,1
sonnet,apl,calc,False,41,40,4,15,14,4,0,3,4,11,fail,0,0
sonnet,apl,dijkstra,True,35,34,3,11,14,5,0,1,4,3,fail,2,1
sonnet,apl,lcs,True,11,10,0,6,1,3,0,0,1,1,fail,1,1
sonnet,apl,primes,False,19,18,2,4,1,4,1,6,3,3,fail,1,1
sonnet,apl,rle,True,6,5,0,1,1,2,0,1,1,0,fail,0,0
sonnet,apl,roman,True,9,8,1,2,2,2,1,0,1,1,fail,3,1
sonnet,apl,transpose,True,28,27,1,14,5,5,0,2,4,2,fail,2,1
sonnet,apl,wordfreq,True,37,36,3,15,10,7,0,1,6,2,fail,0,0
sonnet,bqn,anagrams,True,14,13,0,4,4,5,0,0,4,1,fail,0,0
sonnet,bqn,brackets,True,37,36,1,14,15,6,0,0,5,4,fail,0,0
sonnet,bqn,calc,True,41,40,2,12,17,9,0,0,8,4,fail,0,0
sonnet,bqn,dijkstra,False,41,40,2,13,19,6,0,0,6,9,fail,0,0
sonnet,bqn,lcs,True,18,17,1,9,4,3,0,0,1,4,fail,9,3
sonnet,bqn,primes,True,41,40,4,21,8,7,0,0,7,11,fail,0,0
sonnet,bqn,rle,True,4,3,0,1,1,1,0,0,0,0,pass,1,1
sonnet,bqn,roman,True,5,4,0,0,2,2,0,0,1,0,fail,1,1
sonnet,bqn,transpose,True,8,7,0,1,3,3,0,0,2,0,fail,2,1
sonnet,bqn,wordfreq,True,16,15,1,5,4,5,0,0,3,1,fail,1,0
sonnet,c,anagrams,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,c,brackets,True,7,6,1,1,3,1,0,0,0,0,pass,4,3
sonnet,c,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,c,dijkstra,True,5,4,0,0,3,1,0,0,0,0,pass,3,3
sonnet,c,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,c,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,c,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,c,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,c,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,c,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,forth,brackets,True,13,12,0,6,3,2,1,0,1,1,fail,1,1
sonnet,forth,calc,True,11,10,1,3,2,3,0,1,1,1,pass,4,2
sonnet,forth,dijkstra,True,27,26,2,10,5,4,3,2,3,2,fail,1,0
sonnet,forth,lcs,True,4,3,0,1,1,1,0,0,0,0,pass,2,1
sonnet,forth,primes,True,6,5,0,3,1,1,0,0,0,1,pass,1,1
sonnet,forth,rle,True,4,3,0,1,1,1,0,0,0,0,pass,2,1
sonnet,forth,roman,True,13,12,1,6,3,2,0,0,1,1,fail,2,2
sonnet,forth,wordfreq,True,27,26,3,11,4,2,1,5,0,2,pass,5,2
sonnet,go,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,go,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,haskell,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,haskell,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,haskell,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,haskell,dijkstra,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
sonnet,haskell,lcs,True,6,5,1,0,2,2,0,0,1,0,fail,1,1
sonnet,haskell,primes,True,5,4,0,0,2,2,0,0,1,0,fail,2,2
sonnet,haskell,rle,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,haskell,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,haskell,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,haskell,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,java,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,roman,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,javascript,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,javascript,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,k,anagrams,True,29,28,2,22,0,2,2,0,1,5,fail,1,0
sonnet,k,brackets,True,39,38,2,26,6,2,2,0,1,6,fail,1,0
sonnet,k,calc,False,41,40,2,29,4,2,3,0,2,16,fail,0,0
sonnet,k,dijkstra,False,41,40,1,19,15,1,4,0,1,7,fail,1,0
sonnet,k,lcs,True,38,37,0,21,6,7,3,0,3,9,fail,0,0
sonnet,k,primes,False,41,40,2,28,6,2,2,0,1,13,fail,0,0
sonnet,k,rle,True,41,40,1,18,19,1,1,0,1,8,fail,0,0
sonnet,k,roman,True,21,20,0,10,4,5,1,0,4,7,fail,0,0
sonnet,k,transpose,True,30,29,4,17,0,3,1,4,2,6,fail,1,0
sonnet,k,wordfreq,False,41,40,1,35,0,1,3,0,1,8,fail,1,0
sonnet,lisp,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,lisp,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,perl,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,prolog,anagrams,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,prolog,brackets,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,prolog,calc,True,8,7,0,2,3,1,0,1,0,1,pass,4,3
sonnet,prolog,dijkstra,True,8,7,0,0,4,2,0,1,1,0,fail,2,2
sonnet,prolog,lcs,True,6,5,0,2,2,1,0,0,0,0,pass,2,2
sonnet,prolog,primes,True,5,4,0,1,1,2,0,0,1,0,fail,1,1
sonnet,prolog,rle,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,prolog,roman,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,prolog,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,prolog,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,python,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
